,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,category,organization_type2,State_name_c,State_name,State_abv,State
8095,89,484469,Library Company of Philadelphia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5084,Philadelphia,,125000,4.05,Director,-627682,86.05,196229,36786423,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation ",1449610,87.43,0,2404426,PA,830957.0,"Arts, Culture, Humanities "," Libraries, Historical Societies and Landmark Preservation ",PENNSYLVANIA,Pennsylvania,PA,42.0
8096,96,380173,The Life Center of Long Island,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15622,Massapequa,,73327,4.44,Executive Director,20473,88.19,115457,1491500,Health : Treatment and Prevention Services ,70348,91.18,0,1153087,NY,1598842.0,Health , Treatment and Prevention Services ,NEW YORK,New York,NY,36.0
8097,96,767274,Liberty Hill Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7068,Los Angeles,,151608,1.77,President/CEO,-60402,96.4,724807,15548734,"Community Development : Housing and Neighborhood Development , ",213608,96.19,0,7058696,CA,7571918.0,Community Development ," Housing and Neighborhood Development , ",CALIFORNIA,California,CA,6.0
8098,92,150898,Lewy Body Dementia Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16852,Lilburn,,15514,1.56,Chief Executive Officer,166082,89.41,87062,1479830,Health : Patient and Family Support ,316,90.61,0,754545,GA,1158271.0,Health , Patient and Family Support ,GEORGIA,Georgia,GA,13.0
8099,100,108582,Lexington Humane Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7244,Lexington,,90067,2.51,Executive Director,134806,92.72,157021,4513763,"Animals : Animal Rights, Welfare, and Services ",179464,94.85,0,3310628,KY,1407759.0,Animals ," Animal Rights, Welfare, and Services ",KENTUCKY,Kentucky,KY,21.0
8100,77,483406,Liberty in North Korea,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16992,Long Beach,,57833,2.42,CEO,-232636,84.01,201034,451834,"International : International Peace, Security, and Affairs ",85270,80.19,0,1704417,CA,2070951.0,International ," International Peace, Security, and Affairs ",CALIFORNIA,California,CA,6.0
8101,92,518056,Levine Museum of the New South,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10975,Charlotte,,87917,3.62,"Interim CEO, President",-149848,76.96,398866,13633734,"Arts, Culture, Humanities : Museums ",516195,82.75,0,1506864,NC,1586528.0,"Arts, Culture, Humanities ", Museums ,NORTH CAROLINA,North Carolina,NC,37.0
8102,100,115886,Lexington Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15874,Lexington,,74295,5.32,Executive Director,24941,65.24,399055,349073,Human Services : Homeless Services ,81446,75.42,0,880195,KY,1338631.0,Human Services , Homeless Services ,KENTUCKY,Kentucky,KY,21.0
8103,100,200541,Leukemia Research Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8070,Northfield,,114752,5.06,Executive Director,233540,88.3,226388,2243475,"Health : Diseases, Disorders, and Disciplines , ",157,91.72,0,1839543,IL,2499855.0,Health ," Diseases, Disorders, and Disciplines , ",ILLINOIS,Illinois,IL,17.0
8104,97,26345387,The Leukemia & Lymphoma Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3993,Rye Brook,,511049,0.2,"President, CEO",16957963,66.62,41103553,118080301,"Health : Diseases, Disorders, and Disciplines ",-13910814,76.3,0,187320371,NY,285638088.0,Health ," Diseases, Disorders, and Disciplines ",NEW YORK,New York,NY,36.0
8105,96,233702,Let's Get Ready,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15727,New York,,,244874.0,88.85,335786,2334834.0,Education : Youth Education Programs and Services ,85998,91.62,0,2503626.0,NY,3045089,,,,,,,,
8106,100,758082,"Lesbian, Gay, Bisexual & Transgender Community Center",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3991,New York,,217194,2.31,Executive Director,-5730,86.2,1735620,19989549,Human and Civil Rights : Advocacy and Education ,338533,90.24,0,6868308,NY,8102456.0,Human and Civil Rights , Advocacy and Education ,NEW YORK,New York,NY,36.0
8107,85,564114,Level Playing Field Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16554,Oakland,,,-454708.0,72.69,378550,655940.0,Education : Youth Education Programs and Services ,76341,77.96,0,2855888.0,CA,3267503,,,,,,,,
8108,89,3673373,Liberty Science Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8924,Jersey City,,583619,2.21,"President, CEO",4180513,89.26,1697994,79779549,"Arts, Culture, Humanities : Museums ",1306130,89.12,0,20920189,NJ,17295760.0,"Arts, Culture, Humanities ", Museums ,NEW JERSEY,New Jersey,NJ,34.0
8109,100,310919,Les Turner ALS Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7949,Skokie,,175000,6.65,Executive Director,-330870,78.74,221838,1311715,"Health : Diseases, Disorders, and Disciplines , ",1238846,84.96,0,2095558,IL,1021731.0,Health ," Diseases, Disorders, and Disciplines , ",ILLINOIS,Illinois,IL,17.0
8110,96,443327,Lensic Performing Arts Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9727,Santa Fe,,205000,5.64,Executive Director,-335722,94.86,333370,8710893,"Arts, Culture, Humanities : Performing Arts ",58605,95.39,0,2856584,NM,1673377.0,"Arts, Culture, Humanities ", Performing Arts ,NEW MEXICO,New Mexico,NM,35.0
8111,100,219402,Legal Outreach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15448,Long Island City,,187621,7.01,Executive Director,-281179,85.75,312962,4282014,Education : Youth Education Programs and Services ,26798,89.92,0,2142864,NY,2213263.0,Education , Youth Education Programs and Services ,NEW YORK,New York,NY,36.0
8112,85,203597,Legal Services for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11791,San Francisco,,98000,4.13,Executive Director,25256,95.23,268430,2074024,Human and Civil Rights : Advocacy and Education ,38055,88.87,0,1895953,CA,2249380.0,Human and Civil Rights , Advocacy and Education ,CALIFORNIA,California,CA,6.0
8113,96,286749,Legal Momentum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6076,New York,,200138,7.74,President and CEO,145286,70.4,630325,2615759,Human and Civil Rights : Advocacy and Education ,194122,78.87,0,1668212,NY,2392967.0,Human and Civil Rights , Advocacy and Education ,NEW YORK,New York,NY,36.0
8114,96,127256,Legal Information for Families Today (LIFT),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12672,Brooklyn,,150544,8.96,Chief Executive Officer,-50291,81.87,300939,920040,Human and Civil Rights : Advocacy and Education ,103,86.87,0,1251415,NY,1629216.0,Human and Civil Rights , Advocacy and Education ,NEW YORK,New York,NY,36.0
8115,100,308099,Legal Aid Society of San Mateo County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11177,Redwood City,,121000,5.2,Executive Director,-140461,75.85,238121,2906222,Human and Civil Rights : Advocacy and Education ,5082,82.92,0,1780468,CA,2178545.0,Human and Civil Rights , Advocacy and Education ,CALIFORNIA,California,CA,6.0
8116,96,597331,Lewis Ginter Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3995,Richmond,,139195,1.94,Executive Director,-317287,90.56,60010,25392092,"Environment : Botanical Gardens, Parks, and Nature Centers ",1316571,92.75,0,6502028,VA,2832790.0,Environment ," Botanical Gardens, Parks, and Nature Centers ",VIRGINIA,Virginia,VA,51.0
8117,100,427412,Legal Aid Society of the District of Columbia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11403,Washington,,167225,3.2,Executive Director,579507,93.97,487350,3161108,Human and Civil Rights : Advocacy and Education ,5180,95.73,0,4305002,DC,5740141.0,Human and Civil Rights , Advocacy and Education ,DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
8118,92,301074,Legal Aid Justice Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14362,Charlottesville,,,486898.0,84.76,285156,2118970.0,Human and Civil Rights : Advocacy and Education ,275,87.82,0,4018187.0,VA,5091040,,,,,,,,
8119,89,900834,Legal Aid Society of Cleveland,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15737,Cleveland,,184678,2.62,Executive Director,306084,84.4,362167,6274555,Human and Civil Rights : Advocacy and Education ,313674,86.5,0,5774104,OH,7014304.0,Human and Civil Rights , Advocacy and Education ,OHIO,Ohio,OH,39.0
8120,93,822683,The Legal Aid Society - Employment Law Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8585,San Francisco,,169876,3.3,President,1180425,88.6,530523,8855974,Human and Civil Rights : Advocacy and Education ,91943,90.54,0,3785570,CA,4209098.0,Human and Civil Rights , Advocacy and Education ,CALIFORNIA,California,CA,6.0
8121,92,506742,Legacy Youth Tennis and Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9987,Philadelphia,,107994,3.62,"President, CEO",-130849,82.54,341500,10598455,"Human Services : Youth Development, Shelter, and Crisis Services ",282041,86.41,0,2129361,PA,1303119.0,Human Services ," Youth Development, Shelter, and Crisis Services ",PENNSYLVANIA,Pennsylvania,PA,42.0
8122,89,978421,Legal Aid of Western Missouri,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12418,Kansas City,,130676,1.5,Executive Director,90038,88.05,321836,4578044,Human and Civil Rights : Advocacy and Education ,568915,88.51,0,7383487,MO,8204867.0,Human and Civil Rights , Advocacy and Education ,MISSOURI,Missouri,MO,29.0
8123,93,732430,Legal Action Center of the City of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16344,New York,,207336,4.1,President,-105075,84.47,509763,1560044,Human and Civil Rights : Advocacy and Education ,126947,87.95,0,3802919,NY,4667966.0,Human and Civil Rights , Advocacy and Education ,NEW YORK,New York,NY,36.0
8124,89,424454,Leg Up Farm,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14170,Mt. Wolf,,107575,3.76,President,209975,78.77,228263,3612929,Health : Patient and Family Support ,367893,83.09,0,2204436,PA,1427438.0,Health , Patient and Family Support ,PENNSYLVANIA,Pennsylvania,PA,42.0
8125,92,174143,Lee Pesky Learning Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8008,Boise,,92544,6.55,Executive Director,145055,85.03,148301,1172331,Education : Special Education ,20580,87.99,0,1088882,ID,807059.0,Education , Special Education ,IDAHO,Idaho,ID,16.0
8126,96,115883,Leave No Trace Center for Outdoor Ethics,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7358,Boulder,,137268,8.78,Executive Director,-106491,89.11,147501,438162,Environment : Environmental Protection and Conservation ,101773,91.79,0,1299486,CO,1279065.0,Environment , Environmental Protection and Conservation ,COLORADO,Colorado,CO,7.0
8127,89,300555,Learning Leaders,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6002,New York,,138380,5.93,Executive Director,-96016,83.2,236843,2677482,Education : Youth Education Programs and Services ,264869,85.8,0,1793251,NY,1646039.0,Education , Youth Education Programs and Services ,NEW YORK,New York,NY,36.0
8128,89,101374,Leaven,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14315,Menasha,,62055,5.9,Executive Director,230547,91.88,28356,4086000,"Human Services : Social Services , ",42323,90.33,0,920411,WI,1238365.0,Human Services ," Social Services , ",WISCONSIN,Wisconsin,WI,55.0
8129,97,2986363,Learning Ally,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4391,Princeton,,307262,1.79,"President, CEO",980528,73.75,1994648,28003713,Education : Special Education ,1348640,81.31,0,12105591,NJ,12541706.0,Education , Special Education ,NEW JERSEY,New Jersey,NJ,34.0
8130,96,341858,LEAP,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15461,New Haven,,71500,3.41,Executive Director,-129119,86.23,104897,1528177,Education : Youth Education Programs and Services ,17087,89.86,0,1646838,CT,1938387.0,Education , Youth Education Programs and Services ,CONNECTICUT,Connecticut,CT,8.0
8131,89,260994,League of Education Voters Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15170,Seattle,,142553,4.5,"President, Executive Director",1790122,91.61,201633,3012589,Education : Education Policy and Reform ,-53471,90.21,0,2705208,WA,5011428.0,Education , Education Policy and Reform ,WASHINGTON,Washington,WA,53.0
8132,96,129034,League to Save Lake Tahoe,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9795,South Lake Tahoe,,115167,5.66,Executive Director,289062,79.94,542599,3355616,Environment : Environmental Protection and Conservation ,427431,85.53,0,1359871,CA,1893135.0,Environment , Environmental Protection and Conservation ,CALIFORNIA,California,CA,6.0
8133,96,519975,League of Women Voters Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6257,Washington,,29796,0.99,Chief Executive Officer,-624106,62.93,705470,4665289,Human and Civil Rights : Advocacy and Education ,97369,73.63,0,1770213,DC,2176433.0,Human and Civil Rights , Advocacy and Education ,DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
8134,96,782916,League of American Orchestras,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8242,New York,,310743,5.22,"President, CEO",-340982,82.88,753515,6612876,"Arts, Culture, Humanities : Performing Arts ",121106,87.56,0,4405195,NY,4680526.0,"Arts, Culture, Humanities ", Performing Arts ,NEW YORK,New York,NY,36.0
8135,89,698190,League of Conservation Voters Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3987,Washington,,93793,0.81,President,-13063,97.5,784296,8643425,"Environment : Environmental Protection and Conservation , ",-18675,92.02,0,10010373,DC,11498471.0,Environment ," Environmental Protection and Conservation , ",DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
8136,93,502014,League of American Bicyclists,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8826,Washington,,13027,0.56,Executive Director,19518,77.5,51113,526863,Research and Public Policy : Social and Public Policy Research ,14151,83.33,0,1737993,DC,1766454.0,Research and Public Policy , Social and Public Policy Research ,DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
8137,96,646774,Leading The Way with Dr. Michael Youssef,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5539,Atlanta,,President,220814.0,99.87,1304359,21627422.0,Religion : Religious Media and Broadcasting ,356988,97.17,0,15214119.0,GA,17029078,,,,,,,,
8138,100,164618,League for Animal Welfare,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8112,Batavia,,76534,5.74,Executive Director,-66945,99.33,27019,6065234,"Animals : Animal Rights, Welfare, and Services ",276872,99.52,0,1139828,OH,898934.0,Animals ," Animal Rights, Welfare, and Services ",OHIO,Ohio,OH,39.0
8139,92,1071252,Leadership Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5386,Arlington,,322275,2.03,President,-1241946,74.58,5264974,25060978,Research and Public Policy : Social and Public Policy Research ,422671,81.15,0,9471889,VA,13964317.0,Research and Public Policy , Social and Public Policy Research ,VIRGINIA,Virginia,VA,51.0
8140,89,151685,Leadership Memphis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15881,Memphis,,121365,7.11,"President, CEO",56379,97.47,73784,2009715,Community Development : Housing and Neighborhood Development ,20947,92.01,0,1481189,TN,1383108.0,Community Development , Housing and Neighborhood Development ,TENNESSEE,Tennessee,TN,47.0
8141,88,578861,Leadership Resources International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6949,Palos Heights,,73050,2.18,President,-203631,86.12,345904,1367220,Religion : Religious Activities ,0,87.02,0,2411845,IL,3118400.0,Religion , Religious Activities ,ILLINOIS,Illinois,IL,17.0
8142,100,1411351,Leader Dogs for the Blind,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6154,Rochester Hills,,258237,1.7,"President, CEO",797150,82.09,2323393,27334752,Human Services : Social Services ,-18255,87.33,0,11431655,MI,15981804.0,Human Services , Social Services ,MICHIGAN,Michigan,MI,26.0
8143,89,1320491,Leadership Conference Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9421,Washington,,270000,3.29,"President, CEO",2564144,89.01,537259,9945185,Human and Civil Rights : Advocacy and Education ,910187,89.0,0,6333244,DC,9844951.0,Human and Civil Rights , Advocacy and Education ,DISTRICT OF COLUMBIA,District of Columbia,DC,11.0
